Raw file name,Experiment series ,Peptide source,Proteome,Quantification,Offline fractionation,Offline fraction
01898_A06_P019769_S00_I00_N17_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,17
01898_B06_P019769_S00_I00_N18_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,18
01898_C06_P019769_S00_I00_N19_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,19
01898_D06_P019769_S00_I00_N20_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,20
01898_E06_P019769_S00_I00_N21_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,21
01898_F06_P019769_S00_I00_N22_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,22
01898_G06_P019769_S00_I00_N23_R2,Tissue atlas,PT,Full proteome,MS1,hSAX,23
01898_H06_P019769_S00_I00_N24_R1,Tissue atlas,PT,Full proteome,MS1,hSAX,24
01898_A07_P019770_S00_I00_N01_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,1
01898_B07_P019770_S00_I00_N02_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,2
01898_C07_P019770_S00_I00_N03_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,3
01898_D07_P019770_S00_I00_N04_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,4
01898_E07_P019770_S00_I00_N05_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,5
01898_F07_P019770_S00_I00_N06_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,6
01898_G07_P019770_S00_I00_N07_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,7
01898_H07_P019770_S00_I00_N08_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,8
01898_A08_P019770_S00_I00_N09_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,9
01898_B08_P019770_S00_I00_N10_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,10
01898_C08_P019770_S00_I00_N11_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,11
01898_D08_P019770_S00_I00_N12_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,12
01898_E08_P019770_S00_I00_N13_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,13
01898_F08_P019770_S00_I00_N14_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,14
01898_G08_P019770_S00_I00_N15_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,15
01898_H08_P019770_S00_I00_N16_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,16
01898_A09_P019770_S00_I00_N17_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,17
01898_B09_P019770_S00_I00_N18_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,18
01898_C09_P019770_S00_I00_N19_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,19
01898_D09_P019770_S00_I00_N20_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,20
01898_E09_P019770_S00_I00_N21_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,21
01898_F09_P019770_S00_I00_N22_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,22
01898_G09_P019770_S00_I00_N23_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,23
01898_H10_P019770_S00_I00_N24_R1,Tissue atlas,ST,Full proteome,MS1,hSAX,24
01898_A10_P019771_S00_I00_N01_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,1
01898_B10_P019771_S00_I00_N02_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,2
01898_C10_P019771_S00_I00_N03_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,3
01898_D10_P019771_S00_I00_N04_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,4
01898_E10_P019771_S00_I00_N05_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,5
01898_F10_P019771_S00_I00_N06_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,6
01898_G10_P019771_S00_I00_N07_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,7
01898_H10_P019771_S00_I00_N08_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,8
01898_A11_P019771_S00_I00_N09_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,9
01898_B11_P019771_S00_I00_N10_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,10
01898_C11_P019771_S00_I00_N11_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,11
01898_D11_P019771_S00_I00_N12_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,12
01898_E11_P019771_S00_I00_N13_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,13
01898_F11_P019771_S00_I00_N14_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,14
01898_G11_P019771_S00_I00_N15_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,15
01898_H11_P019771_S00_I00_N16_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,16
01898_A12_P019771_S00_I00_N17_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,17
01898_B12_P019771_S00_I00_N18_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,18
01898_C12_P019771_S00_I00_N19_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,19
01898_D12_P019771_S00_I00_N20_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,20
01898_E12_P019771_S00_I00_N21_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,21
01898_F12_P019771_S00_I00_N22_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,22
01898_G12_P019771_S00_I00_N23_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,23
01898_H12_P019771_S00_I00_N24_R1,Tissue atlas,CP,Full proteome,MS1,hSAX,24
02001_A01_P020833_S00_I00_N01_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,1
02001_B01_P020833_S00_I00_N02_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,2
02001_C01_P020833_S00_I00_N03_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,3
02001_D01_P020833_S00_I00_N04_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,4
02001_E01_P020833_S00_I00_N05_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,5
02001_F01_P020833_S00_I00_N06_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,6
02001_G01_P020833_S00_I00_N07_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,7
02001_H01_P020833_S00_I00_N08_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,8
02001_A02_P020833_S00_I00_N09_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,9
02001_B02_P020833_S00_I00_N10_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,10
02001_C02_P020833_S00_I00_N11_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,11
02001_D02_P020833_S00_I00_N12_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,12
02001_E02_P020833_S00_I00_N13_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,13
02001_F02_P020833_S00_I00_N14_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,14
02001_G02_P020833_S00_I00_N15_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,15
02001_H02_P020833_S00_I00_N16_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,16
02001_A03_P020833_S00_I00_N17_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,17
02001_B03_P020833_S00_I00_N18_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,18
02001_C03_P020833_S00_I00_N19_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,19
02001_D03_P020833_S00_I00_N20_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,20
02001_E03_P020833_S00_I00_N21_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,21
02001_F03_P020833_S00_I00_N22_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,22
02001_G03_P020833_S00_I00_N23_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,23
02001_H03_P020833_S00_I00_N24_R1,Tissue atlas,CC3,Full proteome,MS1,hSAX,24
02001_A05_P020834_S00_I00_N01_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,1
02001_B05_P020834_S00_I00_N02_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,2
02001_C05_P020834_S00_I00_N03_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,3
02001_D05_P020834_S00_I00_N04_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,4
02001_E05_P020834_S00_I00_N05_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,5
02001_F05_P020834_S00_I00_N06_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,6
02001_G05_P020834_S00_I00_N07_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,7
02001_H05_P020834_S00_I00_N08_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,8
02001_A06_P020834_S00_I00_N09_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,9
02001_B06_P020834_S00_I00_N10_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,10
02001_C06_P020834_S00_I00_N11_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,11
02001_D06_P020834_S00_I00_N12_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,12
02001_E06_P020834_S00_I00_N13_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,13
02001_F06_P020834_S00_I00_N14_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,14
02001_G06_P020834_S00_I00_N15_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,15
02001_H06_P020834_S00_I00_N16_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,16
02001_A07_P020834_S00_I00_N17_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,17
02001_B07_P020834_S00_I00_N18_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,18
02001_C07_P020834_S00_I00_N19_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,19
02001_D07_P020834_S00_I00_N20_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,20
02001_E07_P020834_S00_I00_N21_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,21
02001_F07_P020834_S00_I00_N22_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,22
02001_G07_P020834_S00_I00_N23_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,23
02001_H07_P020834_S00_I00_N24_R1,Tissue atlas,CC10,Full proteome,MS1,hSAX,24
02105_A01_P021945_S00_I00_N01_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,1
02105_B01_P021945_S00_I00_N02_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,2
02105_C01_P021945_S00_I00_N03_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,3
02105_D01_P021945_S00_I00_N04_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,4
02105_E01_P021945_S00_I00_N05_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,5
02105_F01_P021945_S00_I00_N06_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,6
02105_G01_P021945_S00_I00_N07_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,7
02105_H01_P021945_S00_I00_N08_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,8
02105_A02_P021945_S00_I00_N09_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,9
02105_B02_P021945_S00_I00_N10_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,10
02105_C02_P021945_S00_I00_N11_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,11
02105_D02_P021945_S00_I00_N12_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,12
02105_E02_P021945_S00_I00_N13_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,13
02105_F02_P021945_S00_I00_N14_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,14
02105_G02_P021945_S00_I00_N15_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,15
02105_H02_P021945_S00_I00_N16_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,16
02105_A03_P021945_S00_I00_N17_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,17
02105_B03_P021945_S00_I00_N18_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,18
02105_C03_P021945_S00_I00_N19_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,19
02105_D03_P021945_S00_I00_N20_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,20
02105_E03_P021945_S00_I00_N21_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,21
02105_F03_P021945_S00_I00_N22_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,22
02105_G03_P021945_S00_I00_N23_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,23
02105_H03_P021945_S00_I00_N24_R1,Tissue atlas,CIM,Full proteome,MS1,hSAX,24
02105_A05_P021946_S00_I00_N01_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,1
02105_B05_P021946_S00_I00_N02_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,2
02105_C05_P021946_S00_I00_N03_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,3
02105_D05_P021946_S00_I00_N04_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,4
02105_E05_P021946_S00_I00_N05_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,5
02105_F05_P021946_S00_I00_N06_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,6
02105_G05_P021946_S00_I00_N07_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,7
02105_H05_P021946_S00_I00_N08_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,8
02105_A06_P021946_S00_I00_N09_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,9
02105_B06_P021946_S00_I00_N10_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,10
02105_C06_P021946_S00_I00_N11_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,11
02105_D06_P021946_S00_I00_N12_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,12
02105_E06_P021946_S00_I00_N13_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,13
02105_F06_P021946_S00_I00_N14_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,14
02105_G06_P021946_S00_I00_N15_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,15
02105_H06_P021946_S00_I00_N16_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,16
02105_A07_P021946_S00_I00_N17_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,17
02105_B07_P021946_S00_I00_N18_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,18
02105_C07_P021946_S00_I00_N19_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,19
02105_D07_P021946_S00_I00_N20_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,20
02105_E07_P021946_S00_I00_N21_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,21
02105_F07_P021946_S00_I00_N22_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,22
02105_G07_P021946_S00_I00_N23_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,23
02105_H07_P021946_S00_I00_N24_R1,Tissue atlas,RKD2,Full proteome,MS1,hSAX,24
02105_A09_P021947_S00_I00_N01_R1,Tissue atlas,P,Full proteome,MS1,hSAX,1
02105_B09_P021947_S00_I00_N02_R1,Tissue atlas,P,Full proteome,MS1,hSAX,2
02105_C09_P021947_S00_I00_N03_R1,Tissue atlas,P,Full proteome,MS1,hSAX,3
02105_D09_P021947_S00_I00_N04_R1,Tissue atlas,P,Full proteome,MS1,hSAX,4
02105_E09_P021947_S00_I00_N05_R1,Tissue atlas,P,Full proteome,MS1,hSAX,5
02105_F09_P021947_S00_I00_N06_R1,Tissue atlas,P,Full proteome,MS1,hSAX,6
02105_G09_P021947_S00_I00_N07_R1,Tissue atlas,P,Full proteome,MS1,hSAX,7
02105_H09_P021947_S00_I00_N08_R1,Tissue atlas,P,Full proteome,MS1,hSAX,8
02105_A10_P021947_S00_I00_N09_R1,Tissue atlas,P,Full proteome,MS1,hSAX,9
02105_B10_P021947_S00_I00_N10_R1,Tissue atlas,P,Full proteome,MS1,hSAX,10
02105_C10_P021947_S00_I00_N11_R1,Tissue atlas,P,Full proteome,MS1,hSAX,11
02105_D10_P021947_S00_I00_N12_R1,Tissue atlas,P,Full proteome,MS1,hSAX,12
02105_E10_P021947_S00_I00_N13_R1,Tissue atlas,P,Full proteome,MS1,hSAX,13
02105_F10_P021947_S00_I00_N14_R1,Tissue atlas,P,Full proteome,MS1,hSAX,14
02105_G10_P021947_S00_I00_N15_R1,Tissue atlas,P,Full proteome,MS1,hSAX,15
02105_H10_P021947_S00_I00_N16_R1,Tissue atlas,P,Full proteome,MS1,hSAX,16
02105_A11_P021947_S00_I00_N17_R1,Tissue atlas,P,Full proteome,MS1,hSAX,17
02105_B11_P021947_S00_I00_N18_R1,Tissue atlas,P,Full proteome,MS1,hSAX,18
02105_C11_P021947_S00_I00_N19_R1,Tissue atlas,P,Full proteome,MS1,hSAX,19
02105_D11_P021947_S00_I00_N20_R1,Tissue atlas,P,Full proteome,MS1,hSAX,20
02105_E11_P021947_S00_I00_N21_R1,Tissue atlas,P,Full proteome,MS1,hSAX,21
02105_F11_P021947_S00_I00_N22_R1,Tissue atlas,P,Full proteome,MS1,hSAX,22
02105_G11_P021947_S00_I00_N23_R1,Tissue atlas,P,Full proteome,MS1,hSAX,23
02105_H11_P021947_S00_I00_N24_R1,Tissue atlas,P,Full proteome,MS1,hSAX,24
02131_A01_P022360_I00_U01_R1,Tissue atlas,SP,Phosphoproteome,MS1,RP,1
02131_B01_P022360_I00_U02_R1,Tissue atlas,SP,Phosphoproteome,MS1,RP,2
02131_C01_P022360_I00_U03_R1,Tissue atlas,SP,Phosphoproteome,MS1,RP,3
02131_D01_P022360_I00_U04_R1,Tissue atlas,SP,Phosphoproteome,MS1,RP,4
02131_E01_P022361_I00_U01_R1,Tissue atlas,PT,Phosphoproteome,MS1,RP,1
02131_F01_P022361_I00_U02_R1,Tissue atlas,PT,Phosphoproteome,MS1,RP,2
02131_G01_P022361_I00_U03_R1,Tissue atlas,PT,Phosphoproteome,MS1,RP,3
02131_H01_P022361_I00_U04_R1,Tissue atlas,PT,Phosphoproteome,MS1,RP,4
02131_A02_P022362_I00_U01_R1,Tissue atlas,ST,Phosphoproteome,MS1,RP,1
02131_B02_P022362_I00_U02_R1,Tissue atlas,ST,Phosphoproteome,MS1,RP,2
02131_C02_P022362_I00_U03_R1,Tissue atlas,ST,Phosphoproteome,MS1,RP,3
02131_D02_P022362_I00_U04_R1,Tissue atlas,ST,Phosphoproteome,MS1,RP,4
02131_A03_P022364_I00_U01_R1,Tissue atlas,CP,Phosphoproteome,MS1,RP,1
02131_B03_P022364_I00_U02_R1,Tissue atlas,CP,Phosphoproteome,MS1,RP,2
02131_C03_P022364_I00_U03_R1,Tissue atlas,CP,Phosphoproteome,MS1,RP,3
02131_D03_P022364_I00_U04_R1,Tissue atlas,CP,Phosphoproteome,MS1,RP,4
02132_E02_P022363_I00_U01_R1,Tissue atlas,SQ,Phosphoproteome,MS1,RP,1
02132_F02_P022363_I00_U02_R1,Tissue atlas,SQ,Phosphoproteome,MS1,RP,2
02132_G02_P022363_I00_U03_R1,Tissue atlas,SQ,Phosphoproteome,MS1,RP,3
02132_H02_P022363_I00_U04_R1,Tissue atlas,SQ,Phosphoproteome,MS1,RP,4
02132_E03_P022365_I00_U01_R1,Tissue atlas,EB,Phosphoproteome,MS1,RP,1
02132_F03_P022365_I00_U02_R1,Tissue atlas,EB,Phosphoproteome,MS1,RP,2
02132_G03_P022365_I00_U03_R1,Tissue atlas,EB,Phosphoproteome,MS1,RP,3
02132_H03_P022365_I00_U04_R1,Tissue atlas,EB,Phosphoproteome,MS1,RP,4
02132_A04_P022366_I00_U01_R1,Tissue atlas,SD,Phosphoproteome,MS1,RP,1
02132_B04_P022366_I00_U02_R1,Tissue atlas,SD,Phosphoproteome,MS1,RP,2
02132_C04_P022366_I00_U03_R1,Tissue atlas,SD,Phosphoproteome,MS1,RP,3
02132_D04_P022366_I00_U04_R1,Tissue atlas,SD,Phosphoproteome,MS1,RP,4
02132_E04_P022367_I00_U01_R1,Tissue atlas,SDIMB,Phosphoproteome,MS1,RP,1
02132_F04_P022367_I00_U02_R1,Tissue atlas,SDIMB,Phosphoproteome,MS1,RP,2
02132_G04_P022367_I00_U03_R1,Tissue atlas,SDIMB,Phosphoproteome,MS1,RP,3
02132_H04_P022367_I00_U04_R1,Tissue atlas,SDIMB,Phosphoproteome,MS1,RP,4
02132_A05_P022368_I00_U01_R1,Tissue atlas,P,Phosphoproteome,MS1,RP,1
02132_B05_P022368_I00_U02_R1,Tissue atlas,P,Phosphoproteome,MS1,RP,2
02132_C05_P022368_I00_U03_R1,Tissue atlas,P,Phosphoproteome,MS1,RP,3
02132_D05_P022368_I00_U04_R1,Tissue atlas,P,Phosphoproteome,MS1,RP,4
02132_E05_P022369_I00_U01_R1,Tissue atlas,ND,Phosphoproteome,MS1,RP,1
02132_F05_P022369_I00_U02_R1,Tissue atlas,ND,Phosphoproteome,MS1,RP,2
02132_G05_P022369_I00_U03_R1,Tissue atlas,ND,Phosphoproteome,MS1,RP,3
02132_H05_P022369_I00_U04_R1,Tissue atlas,ND,Phosphoproteome,MS1,RP,4
02132_A06_P022370_I00_U01_R1,Tissue atlas,IND,Phosphoproteome,MS1,RP,1
02132_B06_P022370_I00_U02_R1,Tissue atlas,IND,Phosphoproteome,MS1,RP,2
02132_C06_P022370_I00_U03_R1,Tissue atlas,IND,Phosphoproteome,MS1,RP,3
02132_D06_P022370_I00_U04_R1,Tissue atlas,IND,Phosphoproteome,MS1,RP,4
02132_E06_P022371_I00_U01_R1,Tissue atlas,CLLF,Phosphoproteome,MS1,RP,1
02132_F06_P022371_I00_U02_R1,Tissue atlas,CLLF,Phosphoproteome,MS1,RP,2
02132_G06_P022371_I00_U03_R1,Tissue atlas,CLLF,Phosphoproteome,MS1,RP,3
02132_H06_P022371_I00_U04_R1,Tissue atlas,CLLF,Phosphoproteome,MS1,RP,4
02132_A07_P022372_I00_U01_R1,Tissue atlas,LFD,Phosphoproteome,MS1,RP,1
02132_B07_P022372_I00_U02_R1,Tissue atlas,LFD,Phosphoproteome,MS1,RP,2
02132_C07_P022372_I00_U03_R1,Tissue atlas,LFD,Phosphoproteome,MS1,RP,3
02132_D07_P022372_I00_U04_R1,Tissue atlas,LFD,Phosphoproteome,MS1,RP,4
02132_E07_P022373_I00_U01_R1,Tissue atlas,LFP,Phosphoproteome,MS1,RP,1
02132_F07_P022373_I00_U02_R1,Tissue atlas,LFP,Phosphoproteome,MS1,RP,2
02132_G07_P022373_I00_U03_R1,Tissue atlas,LFP,Phosphoproteome,MS1,RP,3
02132_H07_P022373_I00_U04_R1,Tissue atlas,LFP,Phosphoproteome,MS1,RP,4
02132_A08_P022374_I00_U01_R1,Tissue atlas,LFPT,Phosphoproteome,MS1,RP,1
02132_B08_P022374_I00_U02_R1,Tissue atlas,LFPT,Phosphoproteome,MS1,RP,2
02132_C08_P022374_I00_U03_R1,Tissue atlas,LFPT,Phosphoproteome,MS1,RP,3
02132_D08_P022374_I00_U04_R1,Tissue atlas,LFPT,Phosphoproteome,MS1,RP,4
02133_A01_P022375_S00_I00_U01_R1,Tissue atlas,SCLF,Phosphoproteome,MS1,RP,1
02133_B01_P022375_S00_I00_U02_R1,Tissue atlas,SCLF,Phosphoproteome,MS1,RP,2
02133_C01_P022375_S00_I00_U03_R1,Tissue atlas,SCLF,Phosphoproteome,MS1,RP,3
02133_D01_P022375_S00_I00_U04_R1,Tissue atlas,SCLF,Phosphoproteome,MS1,RP,4
02133_E01_P022376_S00_I00_U01_R1,Tissue atlas,RT,Phosphoproteome,MS1,RP,1
02133_F01_P022376_S00_I00_U02_R1,Tissue atlas,RT,Phosphoproteome,MS1,RP,2
02133_G01_P022376_S00_I00_U03_R1,Tissue atlas,RT,Phosphoproteome,MS1,RP,3
02133_H01_P022376_S00_I00_U04_R1,Tissue atlas,RT,Phosphoproteome,MS1,RP,4
02133_A02_P022377_S00_I00_U01_R1,Tissue atlas,FLPD,Phosphoproteome,MS1,RP,1
02133_B02_P022377_S00_I00_U02_R1,Tissue atlas,FLPD,Phosphoproteome,MS1,RP,2
02133_C02_P022377_S00_I00_U03_R1,Tissue atlas,FLPD,Phosphoproteome,MS1,RP,3
02133_D02_P022377_S00_I00_U04_R1,Tissue atlas,FLPD,Phosphoproteome,MS1,RP,4
02133_E02_P022378_S00_I00_U01_R1,Tissue atlas,FL,Phosphoproteome,MS1,RP,1
02133_F02_P022378_S00_I00_U02_R1,Tissue atlas,FL,Phosphoproteome,MS1,RP,2
02133_G02_P022378_S00_I00_U03_R1,Tissue atlas,FL,Phosphoproteome,MS1,RP,3
02133_H02_P022378_S00_I00_U04_R1,Tissue atlas,FL,Phosphoproteome,MS1,RP,4
02133_A03_P023379_S00_I00_U01_R1,Tissue atlas,SQSP,Phosphoproteome,MS1,RP,1
02133_B03_P023379_S00_I00_U02_R1,Tissue atlas,SQSP,Phosphoproteome,MS1,RP,2
02133_C03_P023379_S00_I00_U03_R1,Tissue atlas,SQSP,Phosphoproteome,MS1,RP,3
02133_D03_P023379_S00_I00_U04_R1,Tissue atlas,SQSP,Phosphoproteome,MS1,RP,4
02133_E03_P023380_S00_I00_U01_R1,Tissue atlas,SQV,Phosphoproteome,MS1,RP,1
02133_F03_P023380_S00_I00_U02_R1,Tissue atlas,SQV,Phosphoproteome,MS1,RP,2
02133_G03_P023380_S00_I00_U03_R1,Tissue atlas,SQV,Phosphoproteome,MS1,RP,3
02133_H03_P023380_S00_I00_U04_R1,Tissue atlas,SQV,Phosphoproteome,MS1,RP,4
02133_A04_P023381_S00_I00_U01_R1,Tissue atlas,RKD2,Phosphoproteome,MS1,RP,1
02133_B04_P023381_S00_I00_U02_R1,Tissue atlas,RKD2,Phosphoproteome,MS1,RP,2
02133_C04_P023381_S00_I00_U03_R1,Tissue atlas,RKD2,Phosphoproteome,MS1,RP,3
02133_D04_P023381_S00_I00_U04_R1,Tissue atlas,RKD2,Phosphoproteome,MS1,RP,4
02133_E04_P023382_S00_I00_U01_R1,Tissue atlas,CIM,Phosphoproteome,MS1,RP,1
02133_F04_P023382_S00_I00_U02_R1,Tissue atlas,CIM,Phosphoproteome,MS1,RP,2
02133_G04_P023382_S00_I00_U03_R1,Tissue atlas,CIM,Phosphoproteome,MS1,RP,3
02133_H04_P023382_S00_I00_U04_R1,Tissue atlas,CIM,Phosphoproteome,MS1,RP,4
02133_A05_P023383_S00_I00_U01_R1,Tissue atlas,CC3,Phosphoproteome,MS1,RP,1
02133_B05_P023383_S00_I00_U02_R1,Tissue atlas,CC3,Phosphoproteome,MS1,RP,2
02133_C05_P023383_S00_I00_U03_R1,Tissue atlas,CC3,Phosphoproteome,MS1,RP,3
02133_D05_P023383_S00_I00_U04_R1,Tissue atlas,CC3,Phosphoproteome,MS1,RP,4
02133_E05_P023384_S00_I00_U01_R1,Tissue atlas,CC10,Phosphoproteome,MS1,RP,1
02133_F05_P023384_S00_I00_U02_R1,Tissue atlas,CC10,Phosphoproteome,MS1,RP,2
02133_G05_P023384_S00_I00_U03_R1,Tissue atlas,CC10,Phosphoproteome,MS1,RP,3
02133_H05_P023384_S00_I00_U04_R1,Tissue atlas,CC10,Phosphoproteome,MS1,RP,4
02133_A06_P023385_S00_I00_U01_R1,Tissue atlas,CT,Phosphoproteome,MS1,RP,1
