"file","replicate","experiment","fraction"
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction24_repeat.raw","Muscle1","F24",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction24.raw","Muscle1","F24",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction25_repeat.raw","Muscle1","F25",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction25.raw","Muscle1","F25",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction26_repeat.raw","Muscle1","F26",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction26.raw","Muscle1","F26",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction27_150217124051.raw","Muscle1","F27",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction28_repeat.raw","Muscle1","F28",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction28.raw","Muscle1","F28",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction29_repeat.raw","Muscle1","F29",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction29.raw","Muscle1","F29",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction30.raw","Muscle1","F30",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction31_2015.raw","Muscle1","F31",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction31.raw","Muscle1","F31",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction32_2015.raw","Muscle1","F32",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction32.raw","Muscle1","F32",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction33_2015.raw","Muscle1","F33",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction33_repeat.raw","Muscle1","F33",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction33.raw","Muscle1","F33",3
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction34_2015.raw","Muscle1","F34",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction34_repeat.raw","Muscle1","F34",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction34.raw","Muscle1","F34",3
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction35_repeat.raw","Muscle1","F35",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction35.raw","Muscle1","F35",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction36_repeat.raw","Muscle1","F36",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction36.raw","Muscle1","F36",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction37.raw","Muscle1","F37",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction38_repeat.raw","Muscle1","F38",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction38.raw","Muscle1","F38",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction39.raw","Muscle1","F39",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction40_repeat.raw","Muscle1","F40",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction40.raw","Muscle1","F40",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction41.raw","Muscle1","F41",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction42.raw","Muscle1","F42",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction43_repeat.raw","Muscle1","F43",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction43.raw","Muscle1","F43",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction44_repeat.raw","Muscle1","F44",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction44.raw","Muscle1","F44",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction45.raw","Muscle1","F45",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction46_repeat.raw","Muscle1","F46",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction46.raw","Muscle1","F46",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction47.raw","Muscle1","F47",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction48.raw","Muscle1","F48",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction49_repeat.raw","Muscle1","F49",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction49.raw","Muscle1","F49",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction50_repeat.raw","Muscle1","F50",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction50.raw","Muscle1","F50",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction51_150408040601.raw","Muscle1","F51",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction51.raw","Muscle1","F51",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction52_repeat.raw","Muscle1","F52",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction52.raw","Muscle1","F52",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction53_repeat.raw","Muscle1","F53",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction53.raw","Muscle1","F53",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction54_repeat.raw","Muscle1","F54",1
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction54.raw","Muscle1","F54",2
"Nsco_PCP_SEC_SILAC_Skeletal_muscle_fraction55.raw","Muscle1","F55",2
"Nsco_PCP_SILAC_thymus_fraction01_repeat-QE.raw","Thymus1","F01",1
"Nsco_PCP_SILAC_thymus_fraction01.raw","Thymus1","F01",2
"Nsco_PCP_SILAC_thymus_fraction02_repeat-QE.raw","Thymus1","F02",1
"Nsco_PCP_SILAC_thymus_fraction02.raw","Thymus1","F02",2
"Nsco_PCP_SILAC_thymus_fraction03_repeat-QE.raw","Thymus1","F03",1
"Nsco_PCP_SILAC_thymus_fraction03.raw","Thymus1","F03",2
"Nsco_PCP_SILAC_thymus_fraction04_repeat-QE.raw","Thymus1","F04",1
"Nsco_PCP_SILAC_thymus_fraction04.raw","Thymus1","F04",2
"Nsco_PCP_SILAC_thymus_fraction05_repeat-QE.raw","Thymus1","F05",1
"Nsco_PCP_SILAC_thymus_fraction05.raw","Thymus1","F05",2
"Nsco_PCP_SILAC_thymus_fraction06_repeat-QE.raw","Thymus1","F06",1
"Nsco_PCP_SILAC_thymus_fraction06.raw","Thymus1","F06",2
"Nsco_PCP_SILAC_thymus_fraction07_repeat-QE.raw","Thymus1","F07",1
"Nsco_PCP_SILAC_thymus_fraction07.raw","Thymus1","F07",2
"Nsco_PCP_SILAC_thymus_fraction08_repeat-QE.raw","Thymus1","F08",1
"Nsco_PCP_SILAC_thymus_fraction08.raw","Thymus1","F08",2
"Nsco_PCP_SILAC_thymus_fraction09_repeat-QE.raw","Thymus1","F09",1
"Nsco_PCP_SILAC_thymus_fraction09.raw","Thymus1","F09",2
"Nsco_PCP_SILAC_thymus_fraction010.raw","Thymus1","F10",1
"Nsco_PCP_SILAC_thymus_fraction10_repeat-QE.raw","Thymus1","F10",2
"Nsco_PCP_SILAC_thymus_fraction11_repeat.raw","Thymus1","F11",1
"Nsco_PCP_SILAC_thymus_fraction11.raw","Thymus1","F11",2
"Nsco_PCP_SILAC_thymus_fraction12_repeat.raw","Thymus1","F12",1
"Nsco_PCP_SILAC_thymus_fraction12.raw","Thymus1","F12",2
"Nsco_PCP_SILAC_thymus_fraction13_repeat.raw","Thymus1","F13",1
"Nsco_PCP_SILAC_thymus_fraction13.raw","Thymus1","F13",2
"Nsco_PCP_SILAC_thymus_fraction014_repeat.raw","Thymus1","F14",1
"Nsco_PCP_SILAC_thymus_fraction014.raw","Thymus1","F14",2
"Nsco_PCP_SILAC_thymus_fraction015_repeat.raw","Thymus1","F15",1
"Nsco_PCP_SILAC_thymus_fraction015.raw","Thymus1","F15",2
"Nsco_PCP_SILAC_thymus_fraction16_repeat.raw","Thymus1","F16",1
"Nsco_PCP_SILAC_thymus_fraction16.raw","Thymus1","F16",2
"Nsco_PCP_SILAC_thymus_fraction17_repeat.raw","Thymus1","F17",1
"Nsco_PCP_SILAC_thymus_fraction17.raw","Thymus1","F17",2
"Nsco_PCP_SILAC_thymus_fraction18_repeat.raw","Thymus1","F18",1
"Nsco_PCP_SILAC_thymus_fraction18.raw","Thymus1","F18",2
"Nsco_PCP_SILAC_thymus_fraction019_repeat.raw","Thymus1","F19",1
"Nsco_PCP_SILAC_thymus_fraction019.raw","Thymus1","F19",2
"Nsco_PCP_SILAC_thymus_fraction020_repeat.raw","Thymus1","F20",1
"Nsco_PCP_SILAC_thymus_fraction020.raw","Thymus1","F20",2
"Nsco_PCP_SILAC_thymus_fraction21_repeat.raw","Thymus1","F21",1
"Nsco_PCP_SILAC_thymus_fraction21.raw","Thymus1","F21",2
"Nsco_PCP_SILAC_thymus_fraction22_repeat.raw","Thymus1","F22",1
"Nsco_PCP_SILAC_thymus_fraction22.raw","Thymus1","F22",2
"Nsco_PCP_SILAC_thymus_fraction23_repeat.raw","Thymus1","F23",1
"Nsco_PCP_SILAC_thymus_fraction23.raw","Thymus1","F23",2
"Nsco_PCP_SILAC_thymus_fraction24_repeat.raw","Thymus1","F24",1
"Nsco_PCP_SILAC_thymus_fraction24.raw","Thymus1","F24",2
"Nsco_PCP_SILAC_thymus_fraction25_repeat.raw","Thymus1","F25",1
"Nsco_PCP_SILAC_thymus_fraction25.raw","Thymus1","F25",2
"Nsco_PCP_SILAC_thymus_fraction26.raw","Thymus1","F26",2
"Nsco_PCP_SILAC_thymus_fraction27.raw","Thymus1","F27",2
"Nsco_PCP_SILAC_thymus_fraction28.raw","Thymus1","F28",2
"Nsco_PCP_SILAC_thymus_fraction29_repeat-QE.raw","Thymus1","F29",1
"Nsco_PCP_SILAC_thymus_fraction29.raw","Thymus1","F29",2
"Nsco_PCP_SILAC_thymus_fraction30_repeat-QE.raw","Thymus1","F30",2
"Nsco_PCP_SILAC_thymus_fraction31_repeat-QE.raw","Thymus1","F31",1
"Nsco_PCP_SILAC_thymus_fraction31.raw","Thymus1","F31",2
"Nsco_PCP_SILAC_thymus_fraction32_repeat-QE.raw","Thymus1","F32",1
"Nsco_PCP_SILAC_thymus_fraction32.raw","Thymus1","F32",2
"Nsco_PCP_SILAC_thymus_fraction33_repeat-QE.raw","Thymus1","F33",1
"Nsco_PCP_SILAC_thymus_fraction33.raw","Thymus1","F33",2
"Nsco_PCP_SILAC_thymus_fraction34_repeat-QE.raw","Thymus1","F34",1
"Nsco_PCP_SILAC_thymus_fraction34.raw","Thymus1","F34",2
"Nsco_PCP_SILAC_thymus_fraction35_repeat-QE.raw","Thymus1","F35",1
"Nsco_PCP_SILAC_thymus_fraction35.raw","Thymus1","F35",2
"Nsco_PCP_SILAC_thymus_fraction36_repeat-QE.raw","Thymus1","F36",1
"Nsco_PCP_SILAC_thymus_fraction36.raw","Thymus1","F36",2
"Nsco_PCP_SILAC_thymus_fraction37_repeat-QE.raw","Thymus1","F37",1
"Nsco_PCP_SILAC_thymus_fraction37.raw","Thymus1","F37",2
"Nsco_PCP_SILAC_thymus_fraction38_repeat-QE.raw","Thymus1","F38",1
"Nsco_PCP_SILAC_thymus_fraction38.raw","Thymus1","F38",2
"Nsco_PCP_SILAC_thymus_fraction39_repeat-QE.raw","Thymus1","F39",1
"Nsco_PCP_SILAC_thymus_fraction39.raw","Thymus1","F39",2
"Nsco_PCP_SILAC_thymus_fraction40_repeat-QE.raw","Thymus1","F40",1
"Nsco_PCP_SILAC_thymus_fraction40.raw","Thymus1","F40",2
"Nsco_PCP_SILAC_thymus_fraction41_QE.raw","Thymus1","F41",2
"Nsco_PCP_SILAC_thymus_fraction42_QE.raw","Thymus1","F42",2
"Nsco_PCP_SILAC_thymus_fraction43_QE.raw","Thymus1","F43",2
"Nsco_PCP_SILAC_thymus_fraction44_QE.raw","Thymus1","F44",2
"Nsco_PCP_SILAC_thymus_fraction45_QE.raw","Thymus1","F45",2
"Nsco_PCP_SILAC_thymus_fraction46_QE.raw","Thymus1","F46",2
"Nsco_PCP_SILAC_thymus_fraction47_QE.raw","Thymus1","F47",2
"Nsco_PCP_SILAC_thymus_fraction48_QE.raw","Thymus1","F48",2
"Nsco_PCP_SILAC_thymus_fraction49_QE.raw","Thymus1","F49",2
"Nsco_PCP_SILAC_thymus_fraction50_QE.raw","Thymus1","F50",2
"Nsco_PCP_SILAC_thymus_fraction51_QE_repeat.raw","Thymus1","F51",2
"Nsco_PCP_SILAC_thymus_fraction52_QE_repeat.raw","Thymus1","F52",1
"Nsco_PCP_SILAC_thymus_fraction52_QE-repeat2.raw","Thymus1","F52",2
"Nsco_PCP_SILAC_thymus_fraction52_QE.raw","Thymus1","F52",3
"Nsco_PCP_SILAC_thymus_fraction53_QE.raw","Thymus1","F53",2
"Nsco_PCP_SILAC_thymus_fraction54_QE.raw","Thymus1","F54",2
"Nsco_PCP_SILAC_thymus_fraction55_QE.raw","Thymus1","F55",2
