"Author","Year","Accession","Replicate","Quantitation","Species","File"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D16.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D17.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D18.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D19.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D2.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D20.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D21.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D22.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D23.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D24.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D25.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D26.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D27.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D28.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D29.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D3.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D30.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D31.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D32.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D33.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D34.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D35.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D36.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D37.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D38.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D39.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D4.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D40.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D41.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D42.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D43.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D44.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D45.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D46.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D47.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D48.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D49.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D5.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D50.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D51_190117164629.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D52.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D53.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D54.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D55.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D56.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D57.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D58.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D59.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D6.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D60.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D61.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D62.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D63.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D64.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D65.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D66.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D67.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D68.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D69.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D7.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D70.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D71.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D72.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D8.raw"
"Patron",2022,"PXD033084","D","","Homo sapiens","190114_QE_Li_MariaP_Complexome_D9.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1380.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1381.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1382.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1383.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1384.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1385.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1386.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1387.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1388.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1389.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1390.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1391.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1392.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1393.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1394.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1395.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1396.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1397.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1398.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1399.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1400.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1401.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1402.raw"
"Piazza",2018,"PXD006543","ATP","","Escherichia coli","170929_IP1403.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1404.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1405.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1406.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1407.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1408.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1409.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1410.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1411.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1412.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1413.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1414.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1415.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1416.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1417.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1418.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1419.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1420.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1421.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1422.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1423.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1424.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1425.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1426.raw"
"Piazza",2018,"PXD006543","Vehicle","","Escherichia coli","170929_IP1427.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_100.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_101.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_102.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_103.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_104.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_105.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_106.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_107.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_108.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_109.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_11.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_110.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_111.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_112.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_113.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_114.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_115.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_116.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_117.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_118.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_119.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_12.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_120.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_13.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_14.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_15.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_16.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_17.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_18.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_19.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_20.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_21.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_22.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_23.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_24.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_25.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_26.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_27.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_28.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_29.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_30.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_31.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_32.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_33.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_34.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_35.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_36.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_37.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_38.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_39.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_40.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_41.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_42.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_43.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_44.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_45.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_46.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_47.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_48.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_49.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_50.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_51.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_52.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_53.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_54.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_55.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_56.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_57.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_58.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_59.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_60.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_61.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_62.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_63.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_64.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_65.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_66.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_67.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_68.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_69.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_70.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_71.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_72.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_73.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_74.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_75.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_76.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_77.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_78.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_79.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_80.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_81.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_82.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_83.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_84.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_85.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_86.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_87.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_88.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_89.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_90.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_91.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_92.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_93.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_94.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_95.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_96.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_97.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_98.raw"
"Pourhaghighi",2020,"PXD011304","HIEX110","Intensity","Mus musculus","Brain_HIEX_99.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_1.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_10.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_11.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_12.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_13.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_14.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_15.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_16.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_17.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_18.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_19.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_2.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_20.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_21.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_22.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_23.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_24.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_25.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_26.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_27.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_28.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_29.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_3.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_30.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_31 (2).raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_31.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_32 (2).raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_32.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_33.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_34.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_35.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_36.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_37.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_38.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_39.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_4.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_40.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_41.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_42.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_43.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_44.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_45.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_46.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_47.raw"
"Pourhaghighi",2020,"PXD011304","Cyto60","Intensity","Mus musculus","MouseBrain_Cyt_IEX_48.raw"
